Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8657,a2021,Mt,Dd,Ks,B,,20x20,klein,quadratisch,,,UnG,Tie,Sch,,,,H3,gr,Par8b,,Adieu au language (d'après JLG),iBdK,,,,,,8657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8658,a2021,T,,,,,19x30,klein,breit,,,U,,,,,,H3,bw,Kr1,,kühner Wurf,iBdK,,,,,,8658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8659,a2021,Mt,Fs,B,Fa,,21x21,klein,quadratisch,ovÖ,,U,,,,,,H2,gr,"Kr7, Kr1",,zirkeln,iBdK,,,,,ROk,8659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8660,a2021,Mt,B,Fa,Fs,,19x30,klein,breit,,,UnG,Pf,,,,,H3,cf,Kr2a,,Wildwuchs im Gletschergarten,iBdK,,,,,,8660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8661,a2021,zT,G,Fa,,,14x14,klein,quadratisch,Ul,,UoG,,,,,,H3,cf,Kr2a,,Keimling,iBdK,,,,,,8661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8662,a2021,Mt,B,T,Fs,,30x21,klein,hoch,,,U,Sch,,,,Ca,H3,gr,"Kr12d, Kr3",,anagrammatischer Vierklang,iBdK,,,,,,8662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8663,a2021,zT,B,T,,,30x19,klein,hoch,,,U,Sch,,,,,H3,gr,Kr3,,Abhang,iBdK,,,,,,8663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8664,a2020,Fa,,,,,11x17,klein,breit,,,UoG,P,Pf,,,,H4,cf,,kre,Eingang,iBdK,,,,,,8664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8665,a2021,B,,,,,21x30,klein,breit,Lwi,,U,,,,,,H3,bw,Kr4,,5 Wolken,iBdK,,,,,,8665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8666,a2021,zT,B,T,,,10x19,klein,breit,,,UoG,O,,,,,H3,gr,"Kr5b, Kr6",,film noir,iBdK,,,,,,8666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8667,a2021,zT,T,B,,,16x11,klein,hoch,,,UoG,P,,,,,H3,gr,Kr5b,,zwei Sitzende,iBdK,,,,,,8667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8668,a2021,zT,B,T,,,29x20,klein,hoch,Lst,,UnG,A,,,,,H2,gr,Kr5d,,verzworglet,iBdK,,,,,,8668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,a2021,zT,B,Fs,,,25x21,klein,hoch,Ul,,UnG,A,P,,,Ca,H2,gr,Kr5d,,Capriccio,iBdK,,,,,,8669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8670,a2021,zT,Ko,Od,,,27x18,klein,hoch,Ul,,Gs,Ri,Sch,,,,H2,gr,Kr5e,zwi,5 Köpfe,iBdK,,,,Od auf Blattrückseite,,8670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8671,a2021,zT,Fa,B,,,12x30,klein,breit,Lst,,UnG,O,,,,,H2,cf,Kr6,,Mässmöggemaarsch,iBdK,,,,,,8671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672,a2021,zT,G,B,,,21x30,klein,breit,,,U,,,,,,H4,cf,Kr6,,Bilderhaufen,iBdK,,,,,,8672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8673,a2021,zT,Dd,B,,,21x30,klein,breit,,,UnG,O,,,,,H3,gr,Kr6,,Speicherling (Kurt Marti),iBdK,,,,,Zk,8673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8674,a2021,B,,,,,19x24,klein,breit,,,UoG,O,BiB,,,,H2,gr,Kr6,,acht Bilder,iBdK,,,,,,8674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,a2021,Mt,Dd,B,G,,21x27,klein,breit,,,UoG,O,BiB,,,,H4,gr,Kr6,,acht dunkle Bilder,iBdK,,,,,,8675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,a2021,Mt,Dd,B,T,Fs,21x26,klein,breit,,,UnG,O,St,F,StmFG,,H4,gr,"Kr11, Kr6",,Besuch zur falschen Zeit,iBdK,,,,,,8676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,a2021,zT,B,T,,,13x17,klein,breit,Lst,,U,,,,,,H3,bw,Kr6,,UfO (23-faltig),iBdK,,,,,,8677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,a2021,Fa,,,,,14x20,klein,breit,Lwi,,UnG,bb,O,,,,H3,m,Kr6,,kleine Improvisation mit Black Box,iBdK,,,,,,8678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,a2021,zT,G,Fa,,,21x24,klein,breit,,,UoG,O,,,,,H4,m,Kr6,,habits rouges,iBdK,,,,,,8679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,a2021,G,,,,,19x14,klein,hoch,,,UoG,O,,,,,H4,m,Kr6,,"dunkles Bild, eindringlich gerahmt",iBdK,,,,,,8680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,a2021,G,,,,,21x12,klein,hoch,,,UoG,Sta,O,,,,H3,cf,Kr6,,4 Stelen,iBdK,,,,,vK,8681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,a2021,B,,,,,20x30,klein,breit,,,U,,,,,,H2,gr,"Kr12c, Kr7","jun, zwi","ASMD, aufgesockelt",iBdK,,,,,,8682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,a2021,G,,,,,14x20,klein,breit,Schla,,UoG,bb,O,,,,H4,cf,Kr7,,mit dem schwarzen Quadrat,iBdK,,,,,,8683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,a2021,zT,G,Fs,,,13x13,klein,quadratisch,Ul,,U,Sch,,,,,H2,b,Kr7,,X,iBdK,,,,,ddK,8684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,a2021,G,,,,,13x13,klein,quadratisch,Lwi,,U,,,,,,H4,cf,Kr7,,die Ringe der Melma,iBdK,,,,,Rok,8685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,a2021,zT,B,T,,,20x24,klein,breit,,,UnG,A,,,,,H3,gr,Kr7,ste,Zeichen,iBdK,,,,,Zk,8686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,a2020,B,Fal,,,,15x20,klein,breit,Lwi,,U,Sch,,,,,H2,gr,Kr7,,Fahrplan,iBdK,,,,,,8687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,a2021,B,,,,,30x21,klein,hoch,Lwi,,U,Sch,,,,,H3,bw,"Kr7,Kr3",,unter dem Deckel,iBdK,,,,,,8688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,a2021,Mt,Fs,B,G,,19x27,klein,breit,,,UnG,A,,,,,H3,gr,Kr8,sko,dunkle Ahnung,iBdK,,,,,,8689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,a2021,Mt,Dd,Fa,B,Pk,15x21,klein,breit,,,U,Sch,,,,,H2,cf,Kr8,,désirée,iBdK,,,,,,8690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,a2020,Mt,Dd,T,B,,21x30,klein,breit,Lwi,,U,,,,,,H4,gr,Kr8,sko,Zorn in Fesseln,iBdK,,,,,,8691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,a2020,B,,,,,21x30,klein,breit,Lwi,,U,,,,,,H3,bw,Kr8,fis,dunkel umsponnen,iBdK,,,,,,8692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,a2021,G,,,,,14x18,klein,breit,krS,,U,,,,,,H2,cf,Kr9,was,Uranus,iBdK,,,,,,8693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,a2024,B,,,,,17x11,klein,hoch,,,U,Sch,,,,,H2,b,Kr9,,Sisyphos,iBdK,,,,,dK,8694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,a2021,B,,,,,20x24,klein,breit,,,U,,,,,,H2,gr,Kr9,,Uranus - Venus,iBdK,,,,,,8695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,a2021,B,,,,,21x23,klein,breit,,,Gs,A,Pf,Mw,,,H2,gr,Kr9,,femme arbre,iBdK,,,,,dK,8696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,a2021,Mt,Dd,Fa,Fs,,21x30,klein,breit,Lwi,,UnG,FigR,Sch,,,,H2,gr,Kr10b,was,der Künstler in seinem Atelier,iBdK,,,,,,8697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,a2021,Mt,Dd,B,Fa,,21x27,klein,breit,,,U,Sch,,,,,H2,gr,Kr11,,Vorspiel,iBdK,,,,,,8698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,a2021,Mt,Dd,B,Fa,Fs,21x30,klein,breit,,,U,Sch,,,,,H2,cf,Kr11,,im Bretterhaus,iBdK,,,,,,8699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,a2021,Mt,Dd,B,Fs,,21x30,klein,breit,Lst,,UnG,Pf,Sch,Ar,,Ca,H2,gr,Kr11,,Flora wütet,iBdK,,,,,,8700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,a2021,B,,,,,19x30,klein,breit,Lwi,,U,bb,O,,,,H2,bw,Kr11,,begriffsstutzige Zeichnung,iBdK,,,,,hK,8701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,a2021,B,,,,,15x20,klein,breit,,,Gs,Mw,So,Sch,,Ca,H2,gr,Kr11,,auf Augenhöhe,iBdK,,,,,,8702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8703,a2021,B,,,,,29x21,klein,hoch,Lwi,Lst,U,,,,,,H2,bw,Kr11,,non sequitur,iBdK,,,,,,8703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8704,a2021,zT,B,Fs,,,15x16,klein,breit,Ul,,U,So,O,,,Ca,H2,gr,Kr11,,junge Familie,iBdK,,,,,,8704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8705,a2021,B,,,,,30x21,klein,hoch,Lst,,U,bb,Sch,BiB,O,AbCo,H3,gr,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8706,a2021,Mt,B,Ks,Od,C,30x21,klein,hoch,,,U,Sch,,BiB,,AbCo,H2,cf,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8707,a2021,B,,,,,30x21,klein,hoch,,,U,Sch,,BiB,,AbCo,H2,bw,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8708,a2021,B,,,,,30x21,klein,hoch,Lst,,U,,,BiB,,AbCo,H2,gr,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8709,a2021,Mt,Dd,Fs,T,Fal,30x21,klein,hoch,,,U,Sch,,BiB,,AbCo,H2,bw,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8710,a2021,B,,,,,30x21,klein,hoch,,,U,,,BiB,,AbCo,H3,gr,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8711,a2021,B,,,,,30x21,klein,hoch,Gi,,U,Sch,,BiB,,AbCo,H2,gr,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8712,a2021,B,,,,,30x21,klein,hoch,Lst,,U,bb,O,BiB,,AbCo,H3,gr,Kr11,was,Abstract Comic,iBdK,res,,,8er Serie,,8712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8713,a2021,B,,,,,19x25,klein,breit,,,U,Sch,,,,,H2,gr,Kr12e,jun,zu fünft,iBdK,,,,,,8713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8714,a2021,zT,Fs,B,,,9x18,klein,breit,Lst,,U,,,,,,H3,b,Kr12b,,zu fett orchestriert,iBdK,,,,,,8714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8715,a2021,zT,B,Lk,,,19x30,klein,breit,,,U,,,,,,H2,bw,Kr12b,,bridge over troubled water,iBdK,,,,,hK,8715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8716,a2021,zT,B,C,,,16x29,klein,breit,Lst,,U,Sch,,,,,H2,bw,"Kr12c, Kr3",zwi,3 Bubbles,iBdK,,,,,,8716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8717,a2021,Mt,Dd,Od,Fs,C,21x28,klein,breit,,,UnG,O,,,,,H2,cf,Kr12c,,Dreiklang mit Maske,iBdK,,,,,,8717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8718,a2021,Mt,B,Fa,G,,20x25,klein,breit,,,U,,,,,,H2,cf,Kr12a,,grau,iBdK,,,,,,8718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8719,a2021,Mt,T,G,C,,21x30,klein,breit,,,U,,,,,,H5,gr,Kr12a,,reflections,iBdK,,,,,,8719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8720,a2021,G,,,,,30x37,mittel,breit,,,U,,,,,,H4,m,Kr12a,,rote Wolken,iBdK,,,,,,8720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8721,a2021,B,,,,,29x41,mittel,breit,Lwi,Lst,U,,,,,,H2,gr,Kr11,was,non sequitur,iBdK,,,,,,8721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8722,a2021,Mt,G,B,Sc,,27x27,mittel,quadratisch,,,U,,,,,,H2,cf,Kr11,,Chiron im Steinbock Opposition Uranus,iBdK,,,,,,8722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8723,a2021,zT,G,Fa,,,22x27,klein,breit,,,UnG,Ar,Sch,,,,H2,cf,Kr10a,,"Wand, Türe",iBdK,,,,,,8723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8724,a2021,G,,,,,28x41,mittel,breit,,,U,Sch,,,,,H4,cf,Kr9,,"mythologische Szene, zur Erklärung bereit",iBdK,,,,,,8724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8725,a2021,Mt,T,B,Fs,,30x42,mittel,breit,Lwi,,U,,,,,,H3,gr,Kr8,sko,drei unangenehme Fragen,iBdK,,,,,,8725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8726,a2020,zT,G,Ve,,,28x42,mittel,breit,,,U,,,,,,H4,b,Kr8,sko,tristesse,iBdK,,,,,,8726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8727,a2021,B,,,,,30x23,mittel,hoch,Lwi,,U,,,,,,H3,bw,Kr8,,unter dem Deckel,iBdK,,,,,,8727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8728,a2021,G,,,,,27x39,mittel,breit,,,U,bb,O,,,,H4,cf,Kr7,,"schwarzes Quadrat, bunt begleitet",iBdK,,,,,,8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8729,a2020,Mt,B,Fs,Ks,,29x29,mittel,quadratisch,,,U,Sch,,,,,H3,gr,Kr6,,bits and pieces held together,iBdK,,,,,,8729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8730,a2021,Mt,C,Od,Ac,,31x31,mittel,quadratisch,,,UnG,Tie,O,,,,H4,cf,Kr6,,graues Bild,iBdK,,,,,Zk,8730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8731,a2021,zT,Fs,B,,,15x35,klein,breit,Lwi,,Gs,Ri,,,,,H2,gr,Kr5e,,Köpfchen,iBdK,,,,,,8731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
