Nummer,Jahr,Technik,Technik I,Technik II,Technik III,Technik IV,Format,Grösse,Ausrichtung,Darstellungsform,Darstellungsform I,Gegenständlich/Ungegenständlich,Motiv I,Motiv II,Motiv III,Motiv IV,Serie,Helligkeit,Farbigkeit,Paraphrasen,Bildsprache,Titel,Standort,Status,Zus'arbeit,Bildqualität,Bemerkungen,Komposition,Nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,path,thumb,TitelEinfach,Techniken,Motiven,Darstellungsformen
7980,2020,B,,,,,40x53,mittel,breit,Gi,Lst,U,,,,,,H3,bw,Par7b,,Tiled Flower Garden (after El Anatsui),iBdK,,,,,,7980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7980.jpg,images/WV_web ab 20200527/thumb/7980.jpg,tiled flower garden after el anatsui,B    ,   ,Gi Lst
7981,2020,Fa,,,,,18x21,mittel,breit,Lwi,,U,,,,,,H3,cf,Kr2a,,mazzo matto,iBdK,,,,,,7981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7981.jpg,images/WV_web ab 20200527/thumb/7981.jpg,mazzo matto,Fa    ,   ,Lwi 
7982,2020,zT,B,C,,,21x28,mittel,breit,sCo,,U,,,,,Ca,H2,gr,"Kr2a,Kr2b",,Flaura und Fona,iBdK,,,,,,7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7982.jpg,images/WV_web ab 20200527/thumb/7982.jpg,flaura und fona,zT B C  ,   ,sCo 
7983,2020,G,,,,,26x30,mittel,breit,,,UoG,Tie,Mw,,,Ca,H3,cf,Kr2b,,Hund mit Hut,iBdK,,,,,,7983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7983.jpg,images/WV_web ab 20200527/thumb/7983.jpg,hund mit hut,G    ,Tie Mw  , 
7984,2020,Mt,B,T,G,C,38x41,mittel,breit,,,U,Sch,,,,,H2,cf,Kr3,,zwei Drittel der zweiten Hälfte des Alphabets,iBdK,,,,"Kb,Fs",,7984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7984.jpg,images/WV_web ab 20200527/thumb/7984.jpg,zwei drittel der zweiten halfte des alphabets,Mt B T G C,Sch   , 
7985,2020,zT,B,T,,,30x21,klein,hoch,,,UoG,O,Sta,,,Ca,H2,gr,Kr6,zwi,Playstifte (frei nach Thesaurus Rex),iBdK,,,,,,7985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7985.jpg,images/WV_web ab 20200527/thumb/7985.jpg,playstifte frei nach thesaurus rex,zT B T  ,O Sta  , 
7986,2020,zT,B,T,,,21x30,klein,breit,,,UoG,O,Sta,,,Ca,H2,gr,Kr6,zwi,Playstifte (frei nach Thesaurus Rex),iBdK,,,,,,7986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7986.jpg,images/WV_web ab 20200527/thumb/7986.jpg,playstifte frei nach thesaurus rex,zT B T  ,O Sta  , 
7987,2020,G,,,,,21x30,klein,breit,,,U,,,,,,H4,cf,Kr6,,Strandskulptur,iBdK,,,,,,7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7987.jpg,images/WV_web ab 20200527/thumb/7987.jpg,strandskulptur,G    ,   , 
7988,2020,Fa,,,,,21x30,klein,breit,Lwi,,UoG,O,,,,,H3,cf,Kr6,,corbeille,iBdK,,,,,Zk,7988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7988.jpg,images/WV_web ab 20200527/thumb/7988.jpg,corbeille,Fa    ,O   ,Lwi 
7989,2012,G,,,,,24x30,mittel,breit,Lst,,U,,,,,,H4,cf,Kr6,,Stelen,iBdK,,,,,,7989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7989.jpg,images/WV_web ab 20200527/thumb/7989.jpg,stelen,G    ,   ,Lst 
7990,2020,B,,,,,30x42,mittel,breit,Lst,,U,,,,,,H2,bw,Kr6,,3 Hochstapler,iBdK,,,,,,7990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7990.jpg,images/WV_web ab 20200527/thumb/7990.jpg,3 hochstapler,B    ,   ,Lst 
7991,2020,Fa,,,,,41x47,mittel,breit,,,UoG,O,,,,,H3,cf,Kr6,,Fächer,iBdK,,,,,Zk,7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7991.jpg,images/WV_web ab 20200527/thumb/7991.jpg,facher,Fa    ,O   , 
7992,2020,G,,,,,22x30,mittel,breit,,,U,,,,,,H2,gr,Kr7,,1653,iBdK,,,,,ddK,7992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7992.jpg,images/WV_web ab 20200527/thumb/7992.jpg,1653,G    ,   , 
7993,2020,zT,B,T,,,21x30,klein,breit,,,U,,,,,,H3,gr,Kr8,,Aufruhr,iBdK,,,,,,7993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7993.jpg,images/WV_web ab 20200527/thumb/7993.jpg,aufruhr,zT B T  ,   , 
7994,2012,G,,,,,50x65,mittel,breit,,,UnG,O,,,,WG47,H4,m,ParFV,sko,La chambre rouge / Les fils de fer (d'après Félix Vallotton),iBdK,,,,,,7994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7994.jpg,images/WV_web ab 20200527/thumb/7994.jpg,la chambre rouge / les fils de fer dapres felix vallotton,G    ,O   , 
7995,2020,OP,,,,,25x41,mittel,breit,,,U,,,,,,H3,cf,Par7a,,Place Clichy (d'après Pierre Bonnard),iBdK,,,,Kat.OP.721,,7995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7995 Kopie.jpg,images/WV_web ab 20200527/thumb/7995 Kopie.jpg,place clichy dapres pierre bonnard,OP    ,   , 
7996,2020,OP,,,,,25x41,mittel,breit,pg,,U,,,,,,H3,y,Par7a,,Nature morte (d'après Pierre Bonnard),iBdK,,,,Kat.OP.706,,7996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7996 Kopie.jpg,images/WV_web ab 20200527/thumb/7996 Kopie.jpg,nature morte dapres pierre bonnard,OP    ,   ,pg 
7997,2020,OP,,,,,25x41,mittel,breit,Schla,,U,,,,,,H4,c,,,Octopus's Garden,iBdK,,,,Kat.OP.101,,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7997 Kopie.jpg,images/WV_web ab 20200527/thumb/7997 Kopie.jpg,octopuss garden,OP    ,   ,Schla 
7998,2020,OP,,,,,25x41,mittel,breit,,,UoG,O,Vo,,,,H2,b,Kr6,,kurz vor Ostern,iBdK,,,,Kat.OP.688,,7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7998 Kopie.jpg,images/WV_web ab 20200527/thumb/7998 Kopie.jpg,kurz vor ostern,OP    ,O Vo  , 
7999,2020,OP,,,,,25x41,mittel,breit,,,U,,,,,,H3,cf,,,Venus im Filz,iBdK,,,,Kat.Op.722,vK,7999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/7999 Kopie.jpg,images/WV_web ab 20200527/thumb/7999 Kopie.jpg,venus im filz,OP    ,   , 
8000,2020,OP,,,,,67x89,mittel,breit,,,UnG,Sch,,,,,H3,cf,Par7a,was,Soft blue landscape (after Richard Hamilton),iBdK,,,,Kat.OP.640,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8000 Kopie.jpg,images/WV_web ab 20200527/thumb/8000 Kopie.jpg,soft blue landscape after richard hamilton,OP    ,Sch   , 
8001,2020,OP,,,,,67x89,mittel,breit,pg,sM,UoG,Ri,O,,,,H3,cf,,,Estate (allegretto alla marcia),iBdK,,,,Kat.OP.327,,8001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8001 Kopie.jpg,images/WV_web ab 20200527/thumb/8001 Kopie.jpg,estate allegretto alla marcia,OP    ,Ri O  ,pg sM
8002,2020,OP,,,,,67x89,mittel,breit,,,U,,,,,,H3,cf,,,FLORA,iBdK,,,,Kat.OP.418,,8002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8002 Kopie.jpg,images/WV_web ab 20200527/thumb/8002 Kopie.jpg,flora,OP    ,   , 
8003,2019,OP,,,,,47x43,mittel,hoch,,,U,Sch,,,,,H3,cf,"Kr1,Kr6",,sabre dance,iBdK,,,,,,8003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8003 Kopie.jpg,images/WV_web ab 20200527/thumb/8003 Kopie.jpg,sabre dance,OP    ,Sch   , 
8004,2018,OP,,,,,41x67,mittel,breit,,,Gs,Sch,AP,Tie,,,H4,cf,Par2,,A Tale from Greece,iBdK,,,,Kat.OP.280,,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8004 Kopie.jpg,images/WV_web ab 20200527/thumb/8004 Kopie.jpg,a tale from greece,OP    ,Sch AP Tie , 
8005,2020,OP,,,,,41x67,mittel,breit,,,U,Sch,,,,,H3,cf,Kr11,,Geburt eines Botanikers,iBdK,,,,Kat.OP.479,ddK,8005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8005 Kopie.jpg,images/WV_web ab 20200527/thumb/8005 Kopie.jpg,geburt eines botanikers,OP    ,Sch   , 
8006,2020,OP,,,,,41x67,mittel,breit,Schla,,UnG,lL,O,,,,H4,c,Kr4,,den Urwald malen,iBdK,,,,Kat.Op.723,,8006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8006 Kopie.jpg,images/WV_web ab 20200527/thumb/8006 Kopie.jpg,den urwald malen,OP    ,lL O  ,Schla 
8007,2020,OP,,,,,41x67,mittel,breit,,,UnG,lL,Ar,Sta,O,,H4,cf,,,Atelier (Schlag 12),iBdK,,,,Kat.OP.552,,8007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8007 Kopie.jpg,images/WV_web ab 20200527/thumb/8007 Kopie.jpg,atelier schlag 12,OP    ,lL Ar Sta O, 
8008,2020,OP,,,,,41x67,mittel,breit,Lst,,UnG,mF,,,,,H4,v,Par4,,"Toter Christus im Grabe (nach Hans Bock d.Ä., Kopie nach Hans Holbein d.J.)",iBdK,,,,Kat.OP.486,,8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8008 Kopie.jpg,images/WV_web ab 20200527/thumb/8008 Kopie.jpg,"toter christus im grabe nach hans bock da, kopie nach hans holbein dj",OP    ,mF   ,Lst 
8009,2020,OP,,,,,41x67,mittel,breit,pg,,UnG,P,,,,,H4,cf,,,Grotte,iBdK,,,,Kat.OP.719,,8009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8009 Kopie.jpg,images/WV_web ab 20200527/thumb/8009 Kopie.jpg,grotte,OP    ,P   ,pg 
8010,2020,OP,,,,,41x67,mittel,breit,,,U,,,,,,H4,cf,ParPK,,Harmonie der nördlichen Flora (nach Paul Klee),iBdK,,,,Kat.OP.219,Zk,8010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8010 Kopie.jpg,images/WV_web ab 20200527/thumb/8010 Kopie.jpg,harmonie der nordlichen flora nach paul klee,OP    ,   , 
8011,2000,OP,,,,,54x67,mittel,breit,,,UnG,ZM,,,,,H4,cf,,,Maler und Modell,iBdK,,,,Kat.OP.127,Zk,8011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8011 Kopie.jpg,images/WV_web ab 20200527/thumb/8011 Kopie.jpg,maler und modell,OP    ,ZM   , 
8012,2005,OP,,,,,54x67,mittel,breit,krS,,U,,,,,,H3,cf,Kr1,,grüner Elan,iBdK,,,,Kat.OP.404,,8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8012 Kopie.jpg,images/WV_web ab 20200527/thumb/8012 Kopie.jpg,gruner elan,OP    ,   ,krS 
8013,2020,OP,,,,,54x67,mittel,breit,,,U,,,,,,H3,v,Par7a,,Fautriers Lavendelfeld,iBdK,,,,Kat.OP.332,Zk,8013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8013 Kopie.jpg,images/WV_web ab 20200527/thumb/8013 Kopie.jpg,fautriers lavendelfeld,OP    ,   , 
8014,2020,OP,,,,,54x67,mittel,breit,,,U,,,,,,H3,v,Par7a,,Fautriers Lavendelfeld,iBdK,,,,Kat.OP.718,Zk,8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8014 Kopie.jpg,images/WV_web ab 20200527/thumb/8014 Kopie.jpg,fautriers lavendelfeld,OP    ,   , 
8015,2020,OP,,,,,32x41,mittel,breit,,,UnG,lL,O,,,,H4,cf,Kr6,,Leinwand im Grünen,iBdK,,,,Kat.OP.724,Zk,8015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8015 Kopie.jpg,images/WV_web ab 20200527/thumb/8015 Kopie.jpg,leinwand im grunen,OP    ,lL O  , 
8016,2019,OP,,,,,32x41,mittel,breit,,,Gs,O,,,,,H4,cf,,,buntes Bild,iBdK,,,,Kat.OP.666,,8016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8016 Kopie.jpg,images/WV_web ab 20200527/thumb/8016 Kopie.jpg,buntes bild,OP    ,O   , 
8017,2020,OP,,,,,32x41,mittel,breit,,,UoG,bb,O,,,,H4,cf,Kr6,,Aussaat,iBdK,,,,Kat.OP.725,,8017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8017 Kopie.jpg,images/WV_web ab 20200527/thumb/8017 Kopie.jpg,aussaat,OP    ,bb O  , 
8018,2020,Mt,B,Fs,Fa,,10x19,klein,breit,,,U,Sch,,,,,H1,gr,Kr3,,as far as I know,iBdK,,,,,,8018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8018 Kopie.jpg,images/WV_web ab 20200527/thumb/8018 Kopie.jpg,as far as i know,Mt B Fs Fa ,Sch   , 
8019,2024,B,,,,,20x20,klein,quadratisch,sCo,Lwi,U,Sch,,,,,H3,bw,Kr3;kr11,was,Wirrsinn (frei nach Thesaurus Rex),iBdK,,,,,,8019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8019 Kopie.jpg,images/WV_web ab 20200527/thumb/8019 Kopie.jpg,wirrsinn frei nach thesaurus rex,B    ,Sch   ,sCo Lwi
8020,2020,zT,B,Ks,,,10x19,klein,breit,,,UoG,O,So,,,,H3,gr,Kr6,,Konglomerat,iBdK,,,,,,8020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8020 Kopie.jpg,images/WV_web ab 20200527/thumb/8020 Kopie.jpg,konglomerat,zT B Ks  ,O So  , 
8021,2020,B,,,,,14x30,klein,breit,,,U,,,,,,H4,gr,"Kr6,Kr8f",sko,angry teapot,iBdK,,,,,,8021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8021 Kopie.jpg,images/WV_web ab 20200527/thumb/8021 Kopie.jpg,angry teapot,B    ,   , 
8022,2020,B,,,,,10x24,klein,breit,,,U,,,,,,H2,bw,Kr7,zwi,much ado about nothing,iBdK,,,,,,8022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8022 Kopie.jpg,images/WV_web ab 20200527/thumb/8022 Kopie.jpg,much ado about nothing,B    ,   , 
8023,2020,zT,B,Fa,,,11x15,klein,breit,,,U,,,,,,H1,gr,Kr8,fis,Gelassenheit,iBdK,,,,,,8023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8023 Kopie.jpg,images/WV_web ab 20200527/thumb/8023 Kopie.jpg,gelassenheit,zT B Fa  ,   , 
8024,2020,B,,,,,11x17,klein,breit,,,U,,,,,,H1,gr,Kr8,,"... und nichts zu suchen, das war mein Sinn",iBdK,,,,,,8024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8024 Kopie.jpg,images/WV_web ab 20200527/thumb/8024 Kopie.jpg,"und nichts zu suchen, das war mein sinn",B    ,   , 
8025,2020,B,,,,,18x19,klein,breit,ovÖ,,U,,,,,,H2,gr,Kr9,,Dryaden,iBdK,,,,,ROk,8025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8025 Kopie.jpg,images/WV_web ab 20200527/thumb/8025 Kopie.jpg,dryaden,B    ,   ,ovÖ 
8026,2020,zT,B,Ks,,,20x24,klein,breit,krS,,U,,,,,,H2,gr,Kr12c,,triade légèrement sophistiquée,iBdK,,,,,,8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8026 Kopie.jpg,images/WV_web ab 20200527/thumb/8026 Kopie.jpg,triade legerement sophistiquee,zT B Ks  ,   ,krS 
8027,2020,zT,Ks,B,,,10x21,klein,breit,,,Gs,P,,,,Ca,H2,gr,ParT,,Venus with the organ-player (after Titian),iBdK,,,,,,8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8027 Kopie.jpg,images/WV_web ab 20200527/thumb/8027 Kopie.jpg,venus with the organplayer after titian,zT Ks B  ,P   , 
8028,2020,B,,,,,17x24,klein,breit,,,Gs,P,lL,O,,,H2,gr,ParT,,Venus und Adonis (nach Titian),iBdK,,,,,,8028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8028 Kopie.jpg,images/WV_web ab 20200527/thumb/8028 Kopie.jpg,venus und adonis nach titian,B    ,P lL O , 
8029,2020,B,,,,,30x39,mittel,breit,,,UoG,FigG,O,,,,H2,gr,ParT,,Bacchanal (after Titian),iBdK,,,,,,8029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8029 Kopie.jpg,images/WV_web ab 20200527/thumb/8029 Kopie.jpg,bacchanal after titian,B    ,FigG O  , 
8030,2020,OL,,,,,50x60,mittel, breit,Schla,,U,,,,,,H4,cf,,,,iBdK,,,,,,8030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8030 Kopie.jpg,images/WV_web ab 20200527/thumb/8030 Kopie.jpg,,OL    ,   ,Schla 
8031,2020,OL,,,,,52x65,mittel,breit,Schla,,U,Sch,,,,,H4,cf,,,EXPLICAT,iBdK,,,,,,8031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8031 Kopie.jpg,images/WV_web ab 20200527/thumb/8031 Kopie.jpg,explicat,OL    ,Sch   ,Schla 
8032,2020,OL,,,,,52x65,mittel,breit,Schla,,UnG,BiB,lL,,,,H4,cf,,,,iBdK,,,,,,8032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,images/WV_web ab 20200527/8032 Kopie.jpg,images/WV_web ab 20200527/thumb/8032 Kopie.jpg,,OL    ,BiB lL  ,Schla 
